Country,Dish,Ingredients,Quantities,Facets,Description
Nigeria,Pounded Yam and Egusi,Yam; Egusi seeds; Leafy greens; Goat meat; Palm oil; Onion; Chili; Crayfish; Salt,1kg; 200g; 300g; 500g; 100ml; 1; 2; 2 tbsp; 1 tsp,MAIN; MEAT; SIDES; SOUPS,Smooth elastic pounded yam paired with rich melon seed egusi soup.
Nigeria,Pepper Soup,Goat meat; Uziza seeds; Ehuru seeds; Utazi leaves; Onion; Scallions; Chili pepper; Garlic; Salt,1kg; 1 tbsp; 1 tbsp; 5; 1; 2; 2; 3 cloves; 1 tsp,MAIN; MEAT; SOUPS,A light but fiery Nigerian clear broth with uziza and utazi leaves.
North Macedonia,Tavče Gravče,Haricot beans; Onion; Oil; Red pepper; Leek; Tomatoes; Salt; Paprika; Parsley,500g; 2; 100ml; 2; 1; 2; 1 tsp; 1 tsp; 1/4 cup,MAIN; VEGETARIAN,North Macedonia's national dish of baked white beans with peppers and herbs.
North Macedonia,Ajvar,Roasted red peppers; Eggplant; Garlic; Oil; Salt; Black pepper; Chili flakes; Vinegar,1kg; 2; 3 cloves; 100ml; 1 tsp; 1/2 tsp; 1/2 tsp; 1 tbsp,DIPS; STARTERS; VEGETARIAN,A Balkan roasted red pepper and aubergine relish made each autumn.
North Macedonia,Selsko Meso,Pork; Mushrooms; Onion; Bell pepper; Garlic; Paprika; White wine; Bay leaf; Parsley; Salt,1kg; 200g; 1; 1; 3 cloves; 1 tsp; 150ml; 1; 1/4 cup; 1 tsp,MAIN; PORK,A Macedonian baked dish of mixed meats with mushrooms and peppers in a clay pot.
Norway,Fårikål,Lamb; Cabbage; Peppercorns; Salt; Flour; Water,1.5kg; 1 head; 1 tsp; 1 tsp; 2 tbsp; 1L,LAMB; MAIN; SOUPS,Norway's national dish of lamb and cabbage slow-cooked with peppercorns.
Norway,Lutefisk,Dried cod/Lutefisk; Butter; Salt; Mustard sauce; Potatoes; Bacon; Peas,1kg; 100g; 1 tsp; 100ml; 1kg; 200g; 200g,LEAN_FISH; MAIN,A Norwegian Christmas dish of air-dried cod reconstituted in lye.
Norway,Raspeballer,Potatoes; Flour; Salt; Salted pork; Onion; Black pepper; Butter,1kg; 200g; 1 tsp; 200g; 1; 1/2 tsp; 50g,MAIN; PORK; SIDES,"Norwegian potato dumplings boiled in salted water, served with salt pork."
Oman,Shuwa,Lamb; Baharat; Dried limes; Garlic; Ginger; Cinnamon; Cardamom; Turmeric; Rice; Salt,2kg; 3 tbsp; 4; 5 cloves; 2 tbsp; 1 tsp; 1 tsp; 1 tsp; 500g; 2 tsp,GRILLED; LAMB; MAIN,Omani whole lamb marinated in spices and slow-cooked underground for up to two days.
Oman,Majboos,Chicken; Basmati rice; Dried limes; Baharat; Onion; Garlic; Tomatoes; Cinnamon; Saffron; Ghee,1kg; 500g; 3; 1 tbsp; 2; 4 cloves; 2; 1/2 tsp; pinch; 50g,MAIN; POULTRY; RICE,Omani slow-cooked spiced rice with chicken or lamb and dried limes.
Oman,Halwa,Sugar; Cornstarch; Ghee; Rose water; Cardamom; Saffron; Almonds; Pistachios; Water,500g; 100g; 200g; 2 tbsp; 1 tsp; pinch; 100g; 100g; 1L,DESSERTS; VEGETARIAN,"A dense Omani sweet of cornstarch, sugar, ghee and cardamom."
Pakistan,Biryani,Basmati rice; Mutton; Yogurt; Onion; Ginger-garlic paste; Biryani masala; Ghee; Saffron; Kewra water; Mint,500g; 500g; 200g; 3; 3 tbsp; 3 tbsp; 100g; pinch; 1 tsp; 1/2 cup,LAMB; MAIN; RICE,"Aromatic layered rice and meat perfumed with saffron and whole spices, a South Asian celebration dish."
Pakistan,Nihari,Beef shank; Flour; Ginger; Garlic; Cardamom; Cinnamon; Bay leaf; Fennel; Ghee; Onion,1kg; 50g; 2 tbsp; 4 cloves; 3; 1 stick; 2; 1 tsp; 100g; 2,BEEF; MAIN; SOUPS,A slow-cooked Pakistani beef shank curry simmered overnight with bone marrow.
Pakistan,Karahi Chicken,Chicken; Tomatoes; Garlic; Ginger; Green chilies; Oil; Garam masala; Coriander; Black pepper; Salt,1kg; 500g; 5 cloves; 2 tbsp; 4; 100ml; 1 tsp; 1 tbsp; 1 tsp; 1 tsp,CURRIES; MAIN; POULTRY,"Pakistani chicken stir-fried in a wok with tomatoes, ginger and green chili."
Pakistan,Haleem,Wheat; Lentils; Beef; Garam masala; Ginger; Garlic; Onion; Oil; Chili powder; Turmeric,200g; 200g; 500g; 2 tsp; 2 tbsp; 4 cloves; 2; 100ml; 1 tsp; 1 tsp,BEEF; MAIN; SOUPS,"A slow-cooked Pakistani porridge of wheat, barley and lamb, eaten during Ramadan."
Palestine,Musakhan (Chicken),Chicken; Sumac; Red onion; Taboon bread; Pine nuts; Olive oil; Allspice; Cinnamon; Black pepper; Salt,1kg; 4 tbsp; 1kg; 4; 50g; 200ml; 1 tsp; 1/2 tsp; 1/2 tsp; 1 tsp,MAIN; POULTRY,Roasted chicken with caramelised sumac onions on taboon bread soaked in olive oil.
Palestine,Maqluba (Lamb),Lamb; Basmati rice; Eggplant; Cauliflower; Tomatoes; Turmeric; Allspice; Cardamom; Garlic; Onion,1kg; 500g; 2; 1/2; 2; 1 tsp; 1 tsp; 1/2 tsp; 4 cloves; 1,LAMB; MAIN; RICE,"Palestinian upside-down lamb and vegetable rice dish, flipped onto a platter."
Palestine,Freekeh Soup,Freekeh; Chicken; Onion; Cinnamon; Allspice; Black pepper; Chicken stock; Pine nuts; Ghee; Salt,300g; 1kg; 1; 1 stick; 1 tsp; 1/2 tsp; 1.5L; 50g; 50g; 1 tsp,MAIN; POULTRY; RICE; SOUPS,Palestinian soup made from young green wheat with chicken.
Panama,Sancocho de Gallina,Chicken; Yuca/Cassava; Corn; Potato; Culantro; Ñame; Onion; Garlic; Salt; Black pepper,1kg; 300g; 2; 2; 1/4 cup; 200g; 1; 3 cloves; 1 tsp; 1/2 tsp,MAIN; POULTRY; SOUPS,"Panamanian hen soup with plantain, yuca and corn."
Panama,Arroz con Pollo,Chicken; Rice; Tomato sauce; Bell pepper; Onion; Garlic; Sazón; Achiote; Oil; Peas,1kg; 400g; 200ml; 1; 1; 3 cloves; 1 tsp; 1 tsp; 3 tbsp; 100g,MAIN; POULTRY; RICE,"A Latin American classic of chicken braised with rice in tomato, cumin and herbs."
Panama,Ceviche de Corvina,Sea bass; Lime juice; Onion; Cilantro; Ají chombo; Celery; Tomato; Salt,500g; 200ml; 1; 1/2 cup; 1; 1; 1; 1 tsp,LEAN_FISH; SALADS; STARTERS,Panamanian ceviche of sea bass marinated in lime juice with onion.
Papua New Guinea,Mumu,Pork; Sweet potato; Banana; Taro; Coconut cream; Ginger; Garlic; Salt,1kg; 500g; 3; 500g; 400ml; 1 tbsp; 2 cloves; 1 tsp,GRILLED; MAIN; PORK,"Papua New Guinean earth oven feast of pork, sweet potato and greens."
Papua New Guinea,Sago Pudding,Sago starch; Coconut milk; Sugar; Pandan leaves; Salt,300g; 400ml; 100g; 2; pinch,DESSERTS; VEGETARIAN,A Papua New Guinean sweet dessert of sago starch cooked with coconut milk.
Papua New Guinea,Kokomo,Chicken; Sweet potato; Coconut milk; Onion; Garlic; Ginger; Chili; Salt; Oil,500g; 400g; 400ml; 1; 2 cloves; 1 tsp; 1; 1 tsp; 2 tbsp,CURRIES; MAIN; POULTRY,A Papua New Guinean fish dish cooked with coconut milk and sweet potatoes.
Paraguay,Sopa Paraguaya,Cornmeal; Cheese; Eggs; Onion; Milk; Butter; Salt,500g; 200g; 4; 1; 200ml; 100g; 1 tsp,BREADS; MAIN; VEGETARIAN,Paraguay's dense baked cornbread with cheese and onion.
Paraguay,Bori Bori,Chicken; Cornmeal dumplings; Onion; Celery; Carrots; Garlic; Parsley; Salt; Black pepper,1kg; 300g; 1; 2; 2; 2 cloves; 1/4 cup; 1 tsp; 1/2 tsp,MAIN; POULTRY; SOUPS,Paraguayan chicken soup with cornmeal and cheese dumplings.
Paraguay,Asado,Beef ribs; Chorizo; Morcilla; Coarse salt; Chimichurri; Oil,2kg; 4; 2; 3 tbsp; 100ml; 2 tbsp,BEEF; GRILLED; MAIN; PORK,Argentina's iconic open-fire barbecue of beef ribs and chorizo over wood coals.
Peru,Ceviche,White fish; Lime juice; Red onion; Ají limo; Cilantro; Salt; Leche de tigre; Cancha; Sweet potato,500g; 300ml; 1; 2; 1/2 cup; 1 tsp; 200ml; 100g; 1,LEAN_FISH; SALADS; STARTERS,Peru's national dish of raw fish cured in fresh lime juice with aji amarillo and red onion.
Peru,Lomo Saltado,Beef sirloin; Tomatoes; Red onion; Soy sauce; Vinegar; Ají amarillo; Cilantro; French fries; Rice; Garlic,500g; 2; 1; 3 tbsp; 1 tbsp; 2; 1/4 cup; 500g; 200g; 3 cloves,BEEF; FRIED; MAIN,A Peruvian stir-fry of beef strips with tomatoes and onion in soy sauce.
Peru,Ají de Gallina,Chicken; Ají amarillo paste; Bread; Milk; Walnuts; Garlic; Onion; Turmeric; Hard-boiled eggs; Rice,1kg; 100g; 4 slices; 200ml; 100g; 3 cloves; 1; 1 tsp; 3; 200g,CURRIES; MAIN; POULTRY,Creamy Peruvian chicken stew in a yellow aji pepper and walnut sauce.
Peru,Causa Limeña,Potatoes; Ají amarillo paste; Lime juice; Chicken; Mayonnaise; Avocado; Egg; Olive; Onion; Salt,1kg; 3 tbsp; 50ml; 300g; 100g; 1; 2; 10; 1; 1 tsp,POULTRY; SALADS; STARTERS,A Peruvian cold potato terrine layered with avocado and chicken or tuna salad.
Peru,Anticuchos,Beef heart; Red wine vinegar; Ají panca; Cumin; Oregano; Garlic; Oil; Salt; Black pepper,1kg; 100ml; 3 tbsp; 1 tsp; 1 tsp; 4 cloves; 50ml; 1 tsp; 1/2 tsp,BEEF; GRILLED; MAIN,Peruvian marinated beef heart skewers grilled over charcoal.
Philippines,Adobo,Chicken; Soy sauce; Vinegar; Garlic; Bay leaf; Black pepper; Coconut milk; Oil; Onion; Sugar,1kg; 100ml; 100ml; 6 cloves; 3; 1 tsp; 200ml; 2 tbsp; 1; 1 tsp,MAIN; POULTRY,"Filipino chicken or pork braised in vinegar, soy sauce, garlic and bay leaf."
Philippines,Sinigang,Pork ribs; Tamarind; Radish; Kangkong; Eggplant; String beans; Tomatoes; Onion; Fish sauce; Green chili,1kg; 100g; 1; 200g; 1; 100g; 2; 1; 2 tbsp; 2,MAIN; PORK; SOUPS,"A sour Filipino tamarind broth with pork, fish or shrimp and vegetables."
Philippines,Kare-Kare,Oxtail; Peanut butter; Shrimp paste; Banana blossom; String beans; Eggplant; Garlic; Onion; Annatto; Bagoong,1.5kg; 300g; 3 tbsp; 1; 200g; 1; 4 cloves; 1; 2 tbsp; 100g,BEEF; MAIN; SOUPS,"Filipino oxtail stew in a rich peanut sauce, served with bagoong shrimp paste."
Philippines,Lechon,Whole pig; Salt; Black pepper; Lemongrass; Garlic; Liver sauce; Soy sauce; Bay leaf; Onion,5kg; 3 tbsp; 1 tbsp; 3 stalks; 6 cloves; 200ml; 100ml; 5; 2,GRILLED; MAIN,"A whole pig slowly roasted on a spit over charcoal, a Filipino fiesta centrepiece."
Philippines,Pancit Bihon,Rice noodles; Chicken; Shrimp; Cabbage; Carrots; Garlic; Soy sauce; Fish sauce; Calamansi; Oil,400g; 300g; 200g; 200g; 1; 3 cloves; 3 tbsp; 1 tbsp; 3; 3 tbsp,MAIN; PASTA; POULTRY,"Filipino stir-fried rice noodles with chicken, vegetables and soy sauce."
Poland,Bigos,Sauerkraut; Fresh cabbage; Pork; Kielbasa sausage; Bacon; Tomato paste; Red wine; Bay leaf; Allspice; Black pepper,500g; 500g; 500g; 200g; 100g; 2 tbsp; 100ml; 2; 3; 1/2 tsp,MAIN; PORK; SOUPS,"Poland's hearty hunter's stew of sauerkraut, cabbage and mixed meats."
Poland,Pierogi,Flour; Potato; Cheddar/Farmer cheese; Onion; Egg; Sour cream; Butter; Salt; Black pepper,400g; 500g; 200g; 1; 2; 200ml; 50g; 1 tsp; 1/2 tsp,MAIN; VEGETARIAN,"Polish filled dumplings of potato and cheese, boiled and pan-fried in butter."
Poland,Żurek,Fermented rye flour; Potatoes; Kielbasa sausage; Hard-boiled eggs; Onion; Garlic; Cream; Marjoram; Salt; Horseradish,200ml; 4; 300g; 4; 1; 3 cloves; 100ml; 1 tsp; 1 tsp; 1 tbsp,MAIN; PORK; SOUPS,"A sour Polish rye soup with boiled egg and white sausage, eaten at Easter."
Portugal,Bacalhau à Brás,Salt cod; Eggs; Potatoes; Onion; Olive oil; Parsley; Black olives; Salt; Black pepper,500g; 4; 500g; 1; 100ml; 1/4 cup; 50g; 1 tsp; 1/2 tsp,LEAN_FISH; MAIN,"Shredded salt cod scrambled with thin fried potatoes, eggs and olives."
Portugal,Caldo Verde,Kale; Potatoes; Chorizo; Onion; Garlic; Olive oil; Salt; Water,300g; 1kg; 200g; 1; 2 cloves; 50ml; 1 tsp; 2L,MAIN; PORK; SOUPS,Portugal's comforting kale and potato soup with sliced chourizo.
Portugal,Pastel de Nata,Puff pastry; Egg yolks; Sugar; Cream; Flour; Lemon zest; Cinnamon; Salt; Milk; Butter,250g; 5; 150g; 300ml; 1 tbsp; 1 tsp; 1 tsp; pinch; 150ml; 1 tbsp,DESSERTS; VEGETARIAN,Portugal's celebrated custard tarts with a flaky pastry shell.
Portugal,Carne de Porco à Alentejana,Pork; Clams; Potatoes; Garlic; White wine; Cilantro; Paprika; Bay leaf; Lard; Salt,700g; 500g; 500g; 4 cloves; 200ml; 1/2 cup; 1 tsp; 2; 50g; 1 tsp,MAIN; PORK,"Portuguese pork cooked in wine with clams, from the Alentejo region."
Portugal,Francesinha,Bread; Ham; Linguica sausage; Steak; Egg; Cheese; Beer sauce; Tomato sauce; Piri piri; Butter,4 slices; 4 slices; 4 slices; 4; 4; 200g; 500ml; 200ml; 1 tsp; 30g,BEEF; MAIN; PORK,Porto's legendary layered sandwich of cured meats under melted cheese in a spiced beer sauce.
Qatar,Machboos,Chicken; Basmati rice; Baharat; Dried lime; Turmeric; Cinnamon; Cardamom; Cloves; Ginger; Garlic,1kg; 500g; 1 tbsp; 2; 1 tsp; 1 stick; 5; 3; 1 tbsp; 3 cloves,MAIN; POULTRY; RICE,"A fragrant Gulf rice dish of chicken or lamb slow-cooked with baharat, dried lime and saffron."
Qatar,Balaleet,Vermicelli; Eggs; Saffron; Cardamom; Sugar; Rose water; Butter; Cinnamon,300g; 4; pinch; 1 tsp; 50g; 2 tbsp; 50g; 1/2 tsp,MAIN; VEGETARIAN,"A Qatari sweet vermicelli with cardamom and saffron, served with scrambled eggs."
Qatar,Saloona,Lamb; Tomatoes; Onion; Garlic; Bell pepper; Carrot; Potato; Cumin; Turmeric; Cilantro,500g; 3; 1; 3 cloves; 1; 1; 2; 1 tsp; 1/2 tsp; 1/4 cup,LAMB; MAIN; SOUPS,A Gulf broth-based meat and vegetable stew eaten daily across Qatar.
Romania,Sarmale,Ground pork; Ground beef; Rice; Sauerkraut; Onion; Bacon; Tomato juice; Dill; Thyme; Sour cream,400g; 200g; 100g; 500g; 1; 100g; 500ml; 1 tbsp; 1 tsp; 100ml,BEEF; MAIN; PORK,Romanian and Moldovan stuffed cabbage rolls of spiced pork and rice.
Romania,Mămăligă cu Brânză,Cornmeal; Feta cheese; Sour cream; Butter; Salt; Eggs,500g; 300g; 200ml; 50g; 1 tsp; 4,MAIN; VEGETARIAN,Romanian polenta with sheep's cheese and sour cream.
Romania,Ciorbă de Burtă,Beef tripe; Sour cream; Eggs; Garlic; Vinegar; Carrots; Onion; Salt; Black pepper; Horseradish,1kg; 200ml; 2; 3 cloves; 50ml; 2; 1; 1 tsp; 1/2 tsp; 2 tbsp,BEEF; MAIN; SOUPS,"Romanian tripe soup in a sour cream and garlic broth, bold and warming."
Russia,Beef Stroganoff,Beef sirloin; Sour cream; Mushrooms; Onion; Flour; Butter; Mustard; Beef stock; Salt; Black pepper,500g; 200ml; 200g; 1; 2 tbsp; 50g; 1 tsp; 250ml; 1 tsp; 1/2 tsp,BEEF; MAIN; SOUPS,"Tender strips of beef in a creamy mushroom and sour cream sauce, from 19th-century Russia."
Russia,Borscht,Beets; Beef; Cabbage; Potatoes; Carrots; Onion; Tomato paste; Garlic; Sour cream; Dill,500g; 500g; 300g; 2; 1; 1; 2 tbsp; 3 cloves; 100ml; 1/4 cup,BEEF; MAIN; SOUPS,"Eastern European beetroot soup, rich and earthy, served hot or cold with sour cream."
Russia,Pelmeni,Flour; Ground pork; Ground beef; Onion; Egg; Sour cream; Salt; Black pepper; Butter,400g; 300g; 200g; 1; 1; 100ml; 1 tsp; 1/2 tsp; 30g,BEEF; MAIN; PORK,Siberian meat-filled dumplings served in broth or with butter and sour cream.
Russia,Blini,Flour; Milk; Eggs; Butter; Sugar; Salt; Yeast; Sour cream; Caviar/Smoked salmon; Dill,300g; 500ml; 2; 50g; 1 tbsp; 1 tsp; 1 tsp; 200ml; 100g; 1 tbsp,BREADS; FAT_FISH; STARTERS,Thin Russian buckwheat pancakes served with sour cream and caviar.
Russia,Shashlik,Pork; Onion; White wine vinegar; Garlic; Paprika; Salt; Black pepper; Oil; Bay leaf,1kg; 3; 50ml; 3 cloves; 1 tsp; 1 tsp; 1/2 tsp; 50ml; 2,GRILLED; MAIN; PORK,Russian and Caucasian marinated meat skewers grilled over charcoal.
Rwanda,Isombe,Cassava leaves; Peanut butter; Palm oil; Onion; Garlic; Chili pepper; Salt; Water,500g; 200g; 50ml; 1; 2 cloves; 1; 1 tsp; 500ml,MAIN; VEGETARIAN,Rwandan cassava leaves stewed with onions and garlic.
Rwanda,Brochettes,Beef; Garlic; Ginger; Salt; Black pepper; Oil; Vegetables; Onion; Bell pepper; Chili,500g; 3 cloves; 1 tsp; 1 tsp; 1/2 tsp; 2 tbsp; 200g; 1; 1; 1,BEEF; GRILLED; MAIN,"Grilled meat skewers of beef or goat, popular street food across Rwanda and East Africa."
Rwanda,Ugali na Nyama,Maize flour; Water; Salt; Beef stew; Tomatoes; Onion; Garlic; Cumin,500g; 1L; 1 tsp; 400g; 2; 1; 2 cloves; 1/2 tsp,BEEF; MAIN; SIDES,East African firm maize porridge paired with grilled or stewed meat.
Saint Lucia,Green Fig and Salt Fish,Salt cod; Green banana/fig; Onion; Bell pepper; Garlic; Oil; Thyme; Black pepper; Salt,300g; 6; 1; 1; 2 cloves; 3 tbsp; 1 tsp; 1/2 tsp; 1 tsp,LEAN_FISH; MAIN,Saint Lucia's national dish of boiled green bananas with salted cod.
Saint Lucia,Bouyon,Beef; Dasheen; Green banana; Dumplings; Plantain; Onion; Thyme; Garlic; Chives; Salt,500g; 200g; 2; 4; 1; 1; 1 tsp; 2 cloves; 2 tbsp; 1 tsp,BEEF; MAIN; SOUPS,A Saint Lucian one-pot soup of root vegetables and dumplings with salted meat.
Saint Lucia,Callaloo Soup,Dasheen/Callaloo leaves; Coconut milk; Crab; Onion; Garlic; Thyme; Scallions; Chili; Salt,400g; 400ml; 2; 1; 2 cloves; 1 tsp; 2; 1; 1 tsp,MAIN; SOUPS,"A Caribbean soup of dasheen leaves, coconut milk and saltfish or crab."
Saudi Arabia,Kabsa,Basmati rice; Lamb; Tomatoes; Onion; Garlic; Kabsa spice mix; Dried fruits; Almonds; Ghee; Salt,500g; 1kg; 3; 2; 4 cloves; 2 tbsp; 100g; 100g; 50g; 1 tsp,LAMB; MAIN; RICE,Saudi Arabia's national dish of aromatic rice cooked with chicken or lamb.
Saudi Arabia,Jareesh,Crushed wheat; Chicken; Yogurt; Onion; Cumin; Cinnamon; Ghee; Butter; Cardamom; Salt,500g; 500g; 400ml; 2; 1 tsp; 1/2 tsp; 50g; 30g; 1/2 tsp; 1 tsp,MAIN; POULTRY; RICE,A Gulf dish of coarsely ground wheat slow-cooked with meat and onions.
Saudi Arabia,Saleeg,Short-grain rice; Chicken broth; Milk; Butter; White pepper; Salt; Cardamom; Chicken,400g; 800ml; 200ml; 50g; 1/2 tsp; 1 tsp; 1/2 tsp; 500g,MAIN; POULTRY; RICE,"A Saudi white rice cooked in broth and milk, served with boiled chicken."
Saudi Arabia,Maamoul,Semolina; Butter; Blossom water; Dates; Pistachios; Walnuts; Sugar; Cardamom; Cinnamon,400g; 200g; 2 tbsp; 200g; 100g; 100g; 100g; 1 tsp; 1/2 tsp,DESSERTS; VEGETARIAN,"Middle Eastern shortbread biscuits filled with dates or nuts, baked at Eid."
Saudi Arabia,Mutabbaq,Ground meat; Eggs; Spring onions; Flour; Water; Garlic; Cumin; Coriander; Salt; Oil,300g; 3; 3; 300g; 200ml; 2 cloves; 1 tsp; 1 tsp; 1 tsp; 500ml,BEEF; FRIED; MAIN,"A stuffed pancake filled with egg, green onion and minced meat, popular in the Gulf."
Senegal,Thiéboudienne,Rice; Fish; Tomato paste; Onion; Garlic; Parsley; Tamarind; Chili; Oil; Cassava,500g; 1kg; 3 tbsp; 2; 4 cloves; 1/2 cup; 1 tbsp; 1; 100ml; 200g,LEAN_FISH; MAIN; RICE,Senegal's national dish of fish and broken rice cooked in a rich tomato and vegetable broth.
Senegal,Yassa Poulet,Chicken; Onion; Lemon juice; Mustard; Garlic; Dijon mustard; Bay leaf; Oil; Black pepper; Salt,1kg; 4; 200ml; 3 tbsp; 4 cloves; 1 tbsp; 2; 50ml; 1 tsp; 1 tsp,MAIN; POULTRY,Senegalese grilled chicken in a lemon and caramelised onion sauce.
Senegal,Mafé,Beef; Peanut butter; Tomato paste; Onion; Garlic; Chili; Carrot; Sweet potato; Cabbage; Oil,1kg; 300g; 3 tbsp; 1; 3 cloves; 1; 2; 1; 200g; 100ml,BEEF; MAIN; SOUPS,A Senegalese and West African groundnut and tomato stew with lamb or chicken.
Senegal,Thiou Bou Yapp,Rice; Lamb; Tomato paste; Onion; Garlic; Parsley; Eggplant; Carrot; Oil; Spices,500g; 500g; 3 tbsp; 2; 3 cloves; 1/4 cup; 1; 1; 100ml; 1 tsp,LAMB; MAIN; RICE,A Senegalese one-pot rice and meat dish in tomato broth.
Serbia,Ćevapčići,Ground beef; Ground pork; Garlic; Baking soda; Black pepper; Salt; Onion; Kajmak; Bread,700g; 300g; 3 cloves; 1/2 tsp; 1 tsp; 1 tsp; 2; 100g; 4,BEEF; GRILLED; MAIN; PORK,Serbian grilled minced meat sausages served with onion and ajvar.
Serbia,Sarma,Ground pork; Pickled cabbage leaves; Rice; Onion; Bacon; Tomato paste; Paprika; Black pepper; Bay leaf; Salt,600g; 20; 100g; 1; 100g; 2 tbsp; 1 tsp; 1/2 tsp; 2; 1 tsp,MAIN; PORK,"Stuffed cabbage rolls with pork and rice, a winter celebration dish across the Balkans."
Serbia,Prebranac,White beans; Onion; Garlic; Paprika; Oil; Bay leaf; Salt; Black pepper; Thyme; Tomato paste,500g; 2; 3 cloves; 2 tsp; 100ml; 2; 1 tsp; 1/2 tsp; 1/2 tsp; 1 tbsp,MAIN; VEGETARIAN,Serbian slow-baked white bean stew with caramelised onion.
Sierra Leone,Cassava Leaves Stew,Cassava leaves; Beef; Palm oil; Peanut butter; Smoked fish; Onion; Garlic; Chili; Salt,500g; 500g; 100ml; 150g; 200g; 1; 2 cloves; 1; 1 tsp,BEEF; LEAN_FISH; MAIN; SOUPS,A West African staple of pounded cassava leaves cooked in palm oil.
Sierra Leone,Groundnut Soup,Chicken; Groundnut paste; Tomatoes; Onion; Garlic; Chili pepper; Oil; Salt; Water,1kg; 300g; 3; 1; 3 cloves; 1; 50ml; 1 tsp; 1L,MAIN; POULTRY; SOUPS,"West African soup thickened with ground peanuts, eaten with fufu or rice."
Sierra Leone,Fried Plantain,Plantains; Oil; Salt; Chili flakes; Onion powder,4; 500ml; 1/2 tsp; 1/2 tsp; 1/2 tsp,FRIED; SIDES; VEGAN; VEGETARIAN,"Sweet ripe plantain slices fried until caramelised, a popular side across West Africa."
Singapore,Hainanese Chicken Rice,Chicken; Jasmine rice; Ginger; Garlic; Sesame oil; Soy sauce; Oyster sauce; Chili sauce; Spring onion; Chicken broth,1.5kg; 500g; 40g; 4 cloves; 2 tbsp; 3 tbsp; 2 tbsp; 100ml; 2; 1L,MAIN; POULTRY; RICE,Singapore's national dish of poached chicken with fragrant rice cooked in stock.
Singapore,Chilli Crab,Mud crab; Tomato ketchup; Chili paste; Garlic; Ginger; Egg; Spring onion; Cornstarch; Soy sauce; Sugar,2kg; 200ml; 3 tbsp; 4 cloves; 1 tbsp; 2; 2; 1 tbsp; 2 tbsp; 1 tbsp,MAIN,Singapore's iconic sweet and savoury tomato chili crab.
Singapore,Laksa,Rice noodles; Coconut milk; Shrimp; Fish balls; Laksa paste; Bean sprouts; Tofu puffs; Lemongrass; Chili; Kaffir lime,400g; 500ml; 200g; 10; 4 tbsp; 100g; 6; 1; 2; 2,CURRIES; MAIN; PASTA,Malaysian and Singaporean spicy coconut milk noodle soup with prawns or chicken.
Singapore,Char Kway Teow,Flat rice noodles; Char siu pork; Shrimp; Eggs; Bean sprouts; Garlic; Chili; Soy sauce; Dark soy sauce; Oil,400g; 200g; 200g; 2; 100g; 3 cloves; 2; 2 tbsp; 1 tbsp; 3 tbsp,FRIED; MAIN; PASTA; PORK,"Singapore's smoky stir-fried flat rice noodles with egg, cockles and bean sprouts."
Slovakia,Bryndzové Halušky,Potato gnocchi; Bryndza sheep cheese; Bacon; Sour cream; Salt; Butter,500g; 200g; 200g; 100ml; 1 tsp; 30g,MAIN; PORK,Slovakia's national dish of potato dumplings topped with sheep's bryndza cheese.
Slovakia,Kapustnica,Sauerkraut; Kielbasa sausage; Dried mushrooms; Onion; Garlic; Sour cream; Caraway; Paprika; Bay leaf; Salt,500g; 300g; 30g; 1; 2 cloves; 100ml; 1 tsp; 1 tsp; 1; 1 tsp,MAIN; PORK; SOUPS,"A Slovak sauerkraut soup with smoked pork and mushrooms, a Christmas Eve tradition."
Slovakia,Šúľance,Dumplings; Milk; Butter; Sugar; Poppy seeds; Walnuts; Powdered sugar; Salt,400g; 200ml; 50g; 2 tbsp; 100g; 100g; 2 tbsp; pinch,MAIN; VEGETARIAN,Slovak potato dumplings served with poppy seeds and melted butter.
Slovenia,Kranjska Klobasa,Pork sausage; Onion; Mustard; Horseradish; Bread; Sauerkraut; Oil; Salt; Black pepper,500g; 1; 1 tbsp; 2 tbsp; 4; 200g; 2 tbsp; 1 tsp; 1/2 tsp,MAIN; PORK,"Slovenia's famous smoked Carniolan sausage, protected by EU geographical indication."
Slovenia,Potica,Flour; Walnuts; Honey; Butter; Eggs; Milk; Yeast; Sugar; Cinnamon; Rum,500g; 400g; 100ml; 100g; 3; 200ml; 1 tsp; 80g; 1 tsp; 2 tbsp,DESSERTS; VEGETARIAN,"A Slovenian sweet rolled nut bread with walnut filling, essential at Easter."
Slovenia,Jota,Sauerkraut; Pork ribs; Beans; Potatoes; Garlic; Bay leaf; Black pepper; Salt; Lard; Corn flour,400g; 500g; 300g; 3; 3 cloves; 2; 1/2 tsp; 1 tsp; 30g; 2 tbsp,MAIN; PORK; SOUPS,"A Slovenian hearty sauerkraut soup with beans, potatoes and smoked ribs."
Somalia,Bariis Iskukaris,Basmati rice; Spiced lamb; Onion; Garlic; Cardamom; Cinnamon; Cumin; Bay leaf; Butter; Salt,500g; 500g; 2; 3 cloves; 3; 1 stick; 1 tsp; 2; 50g; 1 tsp,LAMB; MAIN; RICE,A Somali spiced rice with meat cooked in a fragrant xawaash spice broth.
Somalia,Sabaayad,Flour; Water; Butter; Salt; Oil for frying,300g; 200ml; 50g; 1 tsp; 200ml,BREADS; FRIED; SIDES; VEGETARIAN,"A Somali flatbread layered with fat and cooked on a griddle, eaten with stew."
